"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"2519","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 12:12:21,FALSE,NA,"783640969065353216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alyssa0618",533,TRUE,FALSE,NA,NA
"2520","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 12:10:41,FALSE,NA,"783640553254641664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KENSKIIE",533,TRUE,FALSE,NA,NA
"2521","If you think you're mean, remember that Miriam Defensor Santiago once called someone ""Fungus Face"".... Fungus Face wtf hahaha",FALSE,0,NA,2016-10-05 12:09:07,FALSE,NA,"783640157060632576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jxnulud",0,FALSE,FALSE,NA,NA
"2522","RT @BuzzFeedPH: 14 Times Miriam Defensor-Santiago Was Your Spirit Human https://t.co/KT1pDgNx2S https://t.co/MJL8SxKFXr",FALSE,0,NA,2016-10-05 12:05:59,FALSE,NA,"783639370808954880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","meridasdaughter",61,TRUE,FALSE,NA,NA
"2523","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:59:23,FALSE,NA,"783637709361340417",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sharewinner",533,TRUE,FALSE,NA,NA
"2524","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:59:21,FALSE,NA,"783637700926734336",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","msraqs25",533,TRUE,FALSE,NA,NA
"2525","RT @StarCinema: Relive the life of the late Senator Miriam Defensor-Santiago in #MMKSenatorMiriam WATCH HERE: https://t.co/X118mjS7Cm",FALSE,0,NA,2016-10-05 11:59:20,FALSE,NA,"783637695297785856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LeonoraMarcos",3,TRUE,FALSE,NA,NA
"2526","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:58:41,FALSE,NA,"783637530860072964",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SmnthSalamante",533,TRUE,FALSE,NA,NA
"2527","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:56:48,FALSE,NA,"783637057381904385",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","GwinthePenguin",533,TRUE,FALSE,NA,NA
"2528","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:49:57,FALSE,NA,"783635333158019073",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","luibalbuena",533,TRUE,FALSE,NA,NA
"2529","RT @senmiriam: The family and friends of Sen. Miriam Defensor Santiago invite everyone to join them for a mass on the ninth day of her pass…",FALSE,0,NA,2016-10-05 11:47:47,FALSE,NA,"783634788041134081",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ClamorEj",533,TRUE,FALSE,NA,NA
"2530","RT @StarCinema: Relive the life of the late Senator Miriam Defensor-Santiago in #MMKSenatorMiriam WATCH HERE: https://t.co/X118mjS7Cm",FALSE,0,NA,2016-10-05 11:45:16,FALSE,NA,"783634156450291712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wonder_land2",3,TRUE,FALSE,NA,NA
"2531","Quoting Miriam Defensor-Santiago, "" I eat Thesis for breakfast""",FALSE,0,NA,2016-10-05 11:44:22,FALSE,NA,"783633930054348804",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","alecyaverymuch",0,FALSE,FALSE,NA,NA
